work_id;title;author;rating;category;fandom;relationship;character;additional tags;language;published;status;status date;words;chapters;comments;kudos;bookmarks;hits;all_kudos;all_bookmarks
31797934;The Triumph of the Flesh;['ungefug'];Explicit;Other;Ancient Greek Religion & Lore;Maenads/Pentheus;Pentheus (Ancient Greek Religion & Lore), Maenads (Ancient Greek Religion & Lore), Dionysus (Ancient Greek Religion & Lore);Cannibalism, Guro, Bestiality, Gang Rape, Ritual Rape, Futanari;English;11/07/21;Completed;11/07/21;1269;1/1;18;47;4;1022;['pinkglittergelpen', 'impossibletothinkthrough', 'Totally_an_Avacado', 'SkyEventide', 'ShadowState', 'TerrythePlatypus1584', 'MarcelineThePastelQueen', 'akashiw', 'sillylittlehat', 'blackeyepea', 'TheRedJaybird', 'Nelja', 'Non_Binary_Yuri', 'rennitz', 'MotherHarlot', 'PenelopeTower', 'Elenscaie', 'Anndy', 'RobotsAreSuperior', 'Riathel', 'Eione', 'wrabbit', 'Rubynye', 'thys', 'anaideiakore', 'ElAurianBarkeep', 'yosparky', 'patrexes', 'firecat'];[]
32232568;If Not Victory;['firecat'];Mature;F/F, F/M;Ancient Greek Religion & Lore;Cassandra/Iphigenia, Apollo/Cassandra (Ancient Greek Religion & Lore);Cassandra (Ancient Greek Religion & Lore), Iphigenia (Ancient Greek Religion & Lore), Apollo (Ancient Greek Religion & Lore), Calchas (Ancient Greek Religion & Lore);Character Death, Gods, Hurt/Comfort, Injustice, POV Cassandra, Prophecy, Rape/Non-con Elements, Revenge, Sacrifice, Soldiers, Suicide, Violence, Treat;English;28/06/21;Completed;28/06/21;2229;1/1;14;65;8;786;['contessavitali', 'Sensibilidad', 'Pao_la', 'Nixx_3745', 'ordinarylittleme', 'angelteethcrybaby097', 'zephyrine_vent_20', 'Purpletree', 'Giyahvn', 'Whitemiko12', 'Jiggyjiggy63', 'Wundersmidget', 'maybeimimaginary', 'rochamatheusroy28', 'Sashadark345', 'Mirisia', 'misteerie', 'aM00nymous', 'loachpearl', 'Kaister', 'DeludedMeliorism', 'myxxlight', 'HnDThoreau', 'Myrmor', 'Skye_02', 'humanexpresso', 'clitemnestralove', 'mide19', 'THENIGHT', 'unorgaynized', 'Womenbeinghonest', 'TrishaCollins', 'KatLeoWriting', 'Kestrad', 'PancakeCryptid', 'Ariadna_and_ball', 'Daydream_in_Blue', 'Zabbers', 'Rubynye', 'primeideal'];[]
25972498;Not Her Story;['shirasade'];Mature;F/M, M/M;Ancient Greek Religion & Lore;Achilles/Briseis | Hippodameia (Ancient Greek Religion & Lore), Achilles/Patroclus of Opus (Ancient Greek Religion & Lore);Briseis | Hippodameia (Ancient Greek Religion & Lore), Achilles (Ancient Greek Religion & Lore), Patroclus of Opus (Ancient Greek Religion & Lore);POV Briseis, Captivity, Slavery, POV Outsider, War, Non-Explicit, Canonical Character Death, Canon Compliant;English;18/08/20;Completed;18/08/20;1000;1/1;7;127;15;1971;['UpAt2AMWithTheBoysLookingForFanfics', 'Lavender_Parasol', 'bloodandbandages', 'aM00nymous', 'Lifeistiring', 'Empty_Reality', 'hot_cheetos_04', 'CawCawwwww', 'queen_visenya', 'maladaptedreader', 'Totally_1nnocent', 'ThatOneCreakyStair', 'DeadFishChild', 'SunshineWasHere', 'pinkglittergelpen', 'Guacharo', 'MerlinMorganEmrys', 'Cazza29', 'EmpressNightshade', 'Aferdita', 'RobberBaroness', 'AlexiPhoenris', 'nezumi_cha', 'ABFeta', 'FakeCirilla9', 'InsomnicAxel', 'deepslumberowl', 'Snaksss', 'xXxelisexXx', 'Antinomies_0416', 'SENJUSIDE', 'Hngr_Hmbrgr', '185amber018', 'Artaholic234', 'Sweather1234', 'hellow05sword', 'RoseQueen0711', 'armysolace7', 'SunAngelSolangelo', 'GlimmerOfGold', 'Beeee_33', 'Simml', 'yeetteey647', 'Maggieee716', 'Bunbuncarrotbun', 'qinghuaz', 'jsClarissa', 'humidteenagemediocrity', 'Ishxallxgood', 'b134340'];[]
24350869;Mela;['xxStarryEyedDreamerxx'];Mature;F/M, M/M;The Song of Achilles - Madeline Miller, The Iliad - Homer, Ancient Greek Religion & Lore;Philomela/Menoetius, Philomela & Patroclus, Achilles/Patroclus (Song of Achilles);Philomela mother of Patroclus (Ancient Greek Religion & Lore), Patroclus (Song of Achilles), Achilles (Song of Achilles);Ancient Greece, References to Ancient Greek Religion & Lore, Period-Typical Sexism, Falling In Love, First Kiss, Implied/Referenced Underage Sex, Arranged Marriage, Older Man/Younger Woman, Implied/Referenced Child Abuse, Implied/Referenced Rape/Non-con, Canonical Character Death, Minor Character Death, War, Suicidal Thoughts, Grief/Mourning, Reunions, Loss of Parent(s), Meeting the Parents, Philomela Ships it, Such a Queen, I Wrote This Instead of Sleeping, Quote: It was a death experience. And I'm over it., But now I'm at peace because Philomela got to tell her story. I love her so much, She Deserved Better, Menoetus is a Dick;English;24/05/20;Completed;24/05/20;4350;1/1;14;149;23;1294;['Monarch_Of_Dragons', 'Hazy__Daisy', 'iamvickiok', 'Eefpickle08', 'kailaris_rites_223', 'mel_1821', 'bloodandbandages', 'jenilouise', 'LorenMort', 'yapplepie', 'Anwiryani', 'Kartoffelbrot', 'Nida_16017175', 'Sagesse103', 'thiefy_lil_elf', 'CaptainCubert', 'Tony44', 'YourDailyDoseofEmotionalDamage', 'Aoi_chan405', 'Iczzygurrl', 'armysolace7', 'Hehet_Mon', 'StormyStars', 'frfrog', 'Nite_Python', 'kony_sony', 'wtf_do_i_exist', 'Starlight24', 'LittleBlueLion14', 'Alba_Mo', 'Definitely_not_Einstein', 'paulinamadej', 'oatmail', 'Chlorophyllis', 'An_gst', 'marymooLest', 'the_groom', 'Ying_Yang', 'RougeAndDagger', 'CantBelieveItsNotGay', 'tuberose_bluebell', 'Jellybeansontoast', 'Aimanre', 'temporar_y', 'Eternal_Grandpa', 'jolesbeholdseurusbewitches', 'cygnus38_dkyb', 'ColorfulDolce', 'Spellbound_by_moon', 'Honey_Bee_qt'];[]
24160720;She Sees It All;['Jassmine'];Teen And Up Audiences;F/M;Ancient Greek Religion & Lore, The Iliad - Homer, The Oresteia - Aeschylus;Apollo/Cassandra (Ancient Greek Religion & Lore);Cassandra (Ancient Greek Religion & Lore), Apollo (Ancient Greek Religion & Lore), Ajax the Lesser son of Oileus (Ancient Greek Religion & Lore), Priam (Ancient Greek Religion & Lore);Prophetic Visions, Difficult Decisions, Fate, War, Implied/Referenced Character Death, Canonical Character Death, Implied/Referenced Rape/Non-con, Underage Rape/Non-con, Non-Graphic Violence, Love, Children, Canon Compliant;English;13/05/20;Completed;13/05/20;1264;1/1;5;24;1;818;['Sensibilidad', 'prettygirllovespinkandthetrojancycle', 'angelteethcrybaby097', 'queen_visenya', 'KyrieAmmyt', 'myxxlight', 'Ferianda', '7ove', 'ElectraCute', 'gallifrey_falls'];[]
17006691;to err;['thedevilchicken'];Explicit;M/M;Greek and Roman Mythology;Achilles/Troilus;Achilles, Troilus | TroIlos (Hellenistic Religion & Lore);Death, Sacrifice, Prophecy, Non-Consensual, Loss of Virginity, Victim Treated Like a Lover, Gods;English;15/12/18;Completed;15/12/18;2454;1/1;4;137;34;2733;['AquamarineMystique', 'bloodandbandages', 'Lil_Crying_Acaraje', 'i_DoNt_kNOw86', 'badassbutterfly1987', 'Malamarta3112', 'glossci', 'AlexSeanchai', 'Dolores_H', 'Cult_Of_The_Dionysia', 'tschulijulesjulie', 'MeteorGarden', 'Sars_08', 'angelteethcrybaby097', 'eusesparg', 'Meloncauliflower', 'under_breath', 'GwenChan', 'shorthorn', 'gargamelo', 'Jedi_Claire', 'WorldofBubbles', 'Peanut893', 'Crosshair_badbich', 'DragonSoul123', 'puckistuck', 'ShadowState', 'honeycombs_and_cherries', 'Farisya', 'Evie6732', 'This_world_of_beautiful_monsters', 'Rowan_1', 'forlorn_hopes', 'FNX', 'MarsIsMyFavoritePlanet', 'ribbons', 'Mumus', 'KNM2001', 'TheTentacleCommander', 'catacoana', 'your_loving_vincent', 'Bloomcrimson', 'xanithofdragons', 'danthelion', 'FizzyBee204', 'Queer_Arsonist', 'Vythika', 'gallifrey_falls', 'bittersweetangstlord', 'CleoDeNile'];[]
1087311;Medusa;['Livikun'];Mature;;Greek and Roman Mythology;;Medusa (Greek and Roman Mythology), Posiedon, Perseus, Athena (Greek and Roman Mythology);;English;17/12/13;Completed;17/12/13;1716;1/1;1;27;7;946;['Fuchsgeist', 'thesnarkknight', 'WickedDisney55', 'DepressedCinnamonRoll', 'xxdrarryrebellexx', 'JuEiche', 'holytoad', 'Meridian_Prime', 'Panquem72', '1Argentina3', 'Dmcgirl', 'Area51Fugitive', 'keziahhoots', 'freudensteins_monster', 'scarlett_the_seachild'];[]
734141;Cassandra's Song;['mothwrist'];Mature;F/F;Agamemnon - Aeschylus, The Oresteia - Aeschylus, Greek Tragedy, Greek and Roman Mythology;Clytemnestra/Cassandra;Clytemnestra (Greek and Roman Mythology), Clytaemnestra, Cassandra (Greek and Roman Mythology), Agamemnon (Greek and Roman Mythology);LGBTQ Female Character, Revenge, Alternate Universe - Canon Divergence, Trauma;English;24/03/13;Completed;24/03/13;1989;1/1;4;79;12;1197;['Rayndie', 'prettygirllovespinkandthetrojancycle', 'ordinarylittleme', 'Romerillo', 'Purpletree', 'ladysapphinope', 'jmuniz', 'Mint413', 'Mirisia', 'Bonbon67', 'TanJaded', 'opheliasnettles', 'thesnarkknight', 'Kestrad', 'inky_dreams', 'Myrmor', 'phoenixtickles', 'Gimmelovegimmedreams', 'Dorkangel', 'Anakaraya', 'RoyalBard', 'gilla', 'chaosintheheadspace', 'figmentera', 'Fyrasha', 'TheSilverSeeker', 'sebbie', 'chiathe', 'Saoto', 'mvonderahe', 'Spacekitten224', 'Alithea', 'nyctophobia76', 'unorgaynized', 'roads_that_taste_like_wintergreen', 'CryptidCrone', 'cylonish', 'RobberBaroness'];[]
660704;ten cent pistol;['walksbyherself'];Mature;F/F;Greek and Roman Mythology;Artemis/Callisto, Zeus/Callisto, Zeus/Leda;Artemis (Greek and Roman Mythology), Callisto, Zeus (Greek and Roman Mythology), Apollo (Greek and Roman Mythology);Alternate Universe - Modern Setting, Motorcycle Gang, Implied Incest;English;29/01/13;Completed;29/01/13;1152;1/1;4;67;8;1240;['Meepmeep1212', 'pjudhcielghci', 'daisychainprincess', 'ggbcal', 'coops', 'WRATHOFTHEGODEMPEROR', 'Hunter_Of_Artemis_Zartemis', 'AndYetSoBitterSweet', 'meikuree', 'Giuly2233', 'rolling_in_dough', 'thesnarkknight', 'Mythology_Cat_Lover', 'caelitea', 'mistymint123', 'PancakeCryptid', 'Aozin627', 'floridian_trash', 'French_fucking_toast', 'gilla', 'Korsephoenix', 'DenseMacabre', 'quintessenceofdust', 'Xylen', 'weareatheabyss', 'bibliolatress', 'shelbyeverdeen', 'Vyphm', 'reginleifthevalkyrie', 'BibliophileOfLancaster', 'Epicazeroth', 'Mirae', 'sacredpools', '895239251', 'milksalamander', 'theladyscribe', 'tiac', 'Bonniethedolphin', 'redcandle17', 'lysapadin', 'DoreyG'];[]
591456;In the Grip of Her Unblinking Gaze;['fresne'];Teen And Up Audiences;F/F, F/M;Greek and Roman Mythology;Medusa/Athena;Medusa (Greek and Roman Mythology), Athena (Greek and Roman Mythology), Stheno (Greek and Roman Mythology), Euryale (Greek and Roman Mythology);Bechdel Test Pass, Non Consensual, Rape/Non-con References, Yuletide Treat, Misses Clause Challenge, Yuletide 2012;English;13/12/12;Completed;13/12/12;1691;1/1;13;113;20;2327;['ordinarylittleme', 'JerseyLightning', 'ace_the_card', 'TheLordofShade', 'Idontthinkmostofthetime', 'ElderDragon8', 'Yuppy', 'TheBraillebarian', 'xreyskywalkersolo', 'Mei_Pluto', 'NovaHaven', 'BlytheShifter', 'thesnarkknight', 'TheBirdVault', 'DenseMacabre', 'Kestrad', 'Scouter18', 'Mystic_Diamond', 'GayTeaAndWomen12', 'PancakeCryptid', 'AllegoriesInMediasRes', 'French_fucking_toast', 'Magic_Destiny', 'juanhake10', 'mastroianni', 'unorgaynized', 'Erimia', 'lorenthian', 'Meridian_Prime', '2B_or_not_2B', 'ValeriaSinclaire', 'aurorasparrowmist', 'NedLes', 'Themostannoyingthingever', 'waffle69', 'SugarsweetRomantic', 'sebbie', 'Cinis', 'Seasle', 'lauburu', 'ChloeTheRainbowQueen', 'alexwho314', 'In_The_MoonLight', 'spring', 'framed_lightning', 'frostfound', 'felixruveris', 'ChangelingChilde', 'fraught', 'Kaesa'];[]
50519623;On Athena's Altar;['AGranville (FlagBridge)', 'FlagBridge'];Teen And Up Audiences;Other;The Iliad - Homer, Troades | The Trojan Women - Euripides, The Aeneid - Virgil, Classical Greece and Rome History & Literature RPF, Ancient Greek Religion & Lore;Apollo/Cassandra (Ancient Greek Religion & Lore), Ajax the Lesser son of Oileus/Cassandra (Ancient Greek Religion & Lore);Cassandra (Ancient Greek Religion & Lore), Ajax the Lesser son of Oileus (Ancient Greek Religion & Lore), Athena (Ancient Greek Religion & Lore), Apollo (Ancient Greek Religion & Lore);Whumptober 2023, no 4, No 5, Sexual Assault, Canon Compliant, Trojan War, The Trojan Women, Classical References, Epic Poetry, Poetry, Rape/Non-con Elements, Not Beta Read, Canon-Typical Violence;English;02/10/23;Completed;02/10/23;560;1/1;4;10;1;311;['DaughterOfTama', 'queen_visenya', 'hollow__clouds', 'Purpletree', 'The_Outlandish_Poisoner', 'ladysapphinope', 'ggbcal', 'ArtemisTheHuntress', 'SavebatsFromScratch', 'Athena_S312'];[]
50126794;In the Minotaur's Maze;['ObsessiveVoidKitten'];Explicit;Other;Ancient Greek Religion & Lore;Asterion the Minotaur/Reader;Asterion the Minotaur (Ancient Greek Religion & Lore), Reader;Stalking, Kidnapping, Rape, Mild Blood, gender neutral reader, Reader-Insert, POV Second Person, Yandere, Teratophilia, Size Difference, Huge Dick;English;16/09/23;Completed;16/09/23;979;1/1;4;190;14;3666;['here_2_indulge', 'Rhiabba', 'Anonymous4O4', 'Strawberry_Cinnabun', 'Jannajuju', 'BasorexicSeraph', 'FutureMILF', 'Aoiomi', 'Dark_0_0', 'Burnt_Out_Nyx', 'GhostIsUnavailable', 'ishipgay', 'A_Reindeer_Lime', 'InDenial101', 'KaleidoscopicNova', 'LenaKirstein', 'WaspyPosse', 'Nicolette20', 'shorkie_007', 'XenaIsThirstyForSingleDILFS', 'Mcc05193', 'SayYesToThisPls', 'nenny103', 'EusouoBatman052', 'Spectragirl', 'Denki_sTAN', 'Azucena_Alieen', 'Birddy', 'astary', 'Nata_lia', 'Aleksiel75', 'Pixiuu', 'Teito_bachicha', 'EchosError', 'StarryNigth', 'PartyCrasherDILF', 'Eldritch_Being112', 'sourk', 'AnakinMisael20', 'Izaza', 'g0reslvt', 'suidinchammamtom', 'MollyWetWipes', 'SecretAnirbas', 'Cashlin1114', 'Rize_V_5', 'Drasgoon', 'Roseratat', 'HeartFealtiean', '0rdo'];[]
46030015;Witch, Goddess, and home again;['SleepDeprivedCrab'];Teen And Up Audiences;F/M;The Odyssey - Homer, Ancient Greek Religion & Lore, EPIC - Jorge Rivera-Herrans (Albums);Odysseus/Penelope (Ancient Greek Religion & Lore), Calypso/Odysseus (Ancient Greek Religion & Lore), Circe/Odysseus (Ancient Greek Religion & Lore), Ctimene/Eurylochus the same;Odysseus (Ancient Greek Religion & Lore), Circe (Ancient Greek Religion & Lore), Calypso (Ancient Greek Religion & Lore), Penelope (Ancient Greek Religion & Lore), mentioned - Character, Ctimene of Ithaca, Astyanax son of Hector (Ancient Greek Religion & Lore);Extremely Dubious Consent, not explicit, Implied/Referenced Sexual Assault, Recovery, Rape Recovery, Post-Traumatic Stress Disorder - PTSD;English;26/03/23;Completed;28/03/23;581;2/2;1;120;8;2470;['Meowlik', 'Sakuma_Balls', 'Galactic_Studios', 'IFeelSnazzy', 'Little_phly', 'La_patata_kawaii', 'Soomanyfandomswhy', 'Mephishto_616', 'Bubble_Ruttle', 'ThatOneShadeOfPurple', 'Seth_Silver_Ink', 'ThatAccardoGlow', 'b00na', 'Sage_Green_Converse_24678', 'Anon505', 'Mushroom_the_Trauma', 'Cupcakeschoco', 'whiskers_chaos', 'Lee_Bear_Kun', 'WaterWolf316', 'DiannaPhantom27', 'Living_My_Life', 'holyflyingswisscheese', 'Ferbulant', 'ThatPyro', 'EmpireOfMen', 'ArchanyAngel', 'EnderWasThere', 'Ratdebib', 'olithebreadcrumb', 'Thalassas0', 'Youcancallme_Aru', 'Be_Weird_Have_Fun', 'MorenaEnima', 'EeveeTheSquid', 'CheesecakeV2', 'SMonserrat2806', 'u1timate_trash', 'Non_Beenary17', 'kamiya1', 'NinjaReader', 'CoRrUpEd_Ayadin', 'smartspazz', 'Ofenkartoffel_schnee', 'sportacusflop', 'Bananamitz', 'aMissingSockCalledLindA', 'cupcake_eating_pigeon', 'SarahSahara168', 'dooznbootz'];[]
46030015;Witch, Goddess, and home again;['SleepDeprivedCrab'];Teen And Up Audiences;F/M;The Odyssey - Homer, Ancient Greek Religion & Lore, EPIC - Jorge Rivera-Herrans (Albums);Odysseus/Penelope (Ancient Greek Religion & Lore), Calypso/Odysseus (Ancient Greek Religion & Lore), Circe/Odysseus (Ancient Greek Religion & Lore), Ctimene/Eurylochus the same;Odysseus (Ancient Greek Religion & Lore), Circe (Ancient Greek Religion & Lore), Calypso (Ancient Greek Religion & Lore), Penelope (Ancient Greek Religion & Lore), mentioned - Character, Ctimene of Ithaca, Astyanax son of Hector (Ancient Greek Religion & Lore);Extremely Dubious Consent, not explicit, Implied/Referenced Sexual Assault, Recovery, Rape Recovery, Post-Traumatic Stress Disorder - PTSD;English;26/03/23;Completed;28/03/23;581;2/2;1;120;8;2470;['Meowlik', 'Sakuma_Balls', 'Galactic_Studios', 'IFeelSnazzy', 'Little_phly', 'La_patata_kawaii', 'Soomanyfandomswhy', 'Mephishto_616', 'Bubble_Ruttle', 'ThatOneShadeOfPurple', 'Seth_Silver_Ink', 'ThatAccardoGlow', 'b00na', 'Sage_Green_Converse_24678', 'Anon505', 'Mushroom_the_Trauma', 'Cupcakeschoco', 'whiskers_chaos', 'Lee_Bear_Kun', 'WaterWolf316', 'DiannaPhantom27', 'Living_My_Life', 'holyflyingswisscheese', 'Ferbulant', 'ThatPyro', 'EmpireOfMen', 'ArchanyAngel', 'EnderWasThere', 'Ratdebib', 'olithebreadcrumb', 'Thalassas0', 'Youcancallme_Aru', 'Be_Weird_Have_Fun', 'MorenaEnima', 'EeveeTheSquid', 'CheesecakeV2', 'SMonserrat2806', 'u1timate_trash', 'Non_Beenary17', 'kamiya1', 'NinjaReader', 'CoRrUpEd_Ayadin', 'smartspazz', 'Ofenkartoffel_schnee', 'sportacusflop', 'Bananamitz', 'aMissingSockCalledLindA', 'cupcake_eating_pigeon', 'SarahSahara168', 'dooznbootz'];[]
56631334;Ugly Beauty And A Restless Love;['BlackEverMore'];Explicit;F/M, Multi;Ancient Greek Religion & Lore, Original Work;Hades/Persephone (Ancient Greek Religion & Lore);Hades (Ancient Greek Religion & Lore), Persephone (Ancient Greek Religion & Lore), Ares (Ancient Greek Religion & Lore), Aphrodite (Ancient Greek Religion & Lore), Athena (Ancient Greek Religion & Lore), Hera (Ancient Greek Religion & Lore), Zeus (Ancient Greek Religion & Lore), Demeter (Ancient Greek Religion & Lore);Major gods/goddess, Inspired by Hades and Persephone (Ancient Greek Religion & Lore), dark romoance where the woman is the issue, Hurt/Comfort, All Abuse, Mid Burn, Angst with a Happy Ending, Retelling of Mythology, Persephone Goes Willingly With Hades (Ancient Greek Religion & Lore), Persephone is not a good person, Mythology References, How Do I Tag, story bounces a lot, The gods are timeless so they can travel between the past and modern time, Zeus Being an Asshole (Ancient Greek Religion & Lore), accurate greek mythology relationships on all front, I will add tags as I write this story, Romanizing toxic behaviors, Implied/Referenced Incest;English;14/06/24;Updated;14/06/24;574;1/?;;7;3;154;['MulvinMelker', 'Vantamime', 'Chekaman'];[]
54516907;The Demigod And The Gorgon;['NightmareElmore'];Mature;F/M;The Amazing World of Gumball, Ancient Greek Religion & Lore;;Clare Cooper, Gumball Watterson, Penny Fitzgerald, Nicole Watterson, Anais Watterson, Darwin Watterson;;English;16/03/24;Completed;07/08/24;2135;3/3;;1;;165;['Aquadragon10'];[]
39728892;Suspirium;['ghostelri'];Teen And Up Audiences;M/M;Ancient Greek Religion & Lore;Galatea the Statue/Pygmalion (Ancient Greek Religion & Lore), Adonis/Aphrodite (Ancient Greek Religion & Lore), Achilles/Patroclus of Opus (Ancient Greek Religion & Lore);Pygmalion (Ancient Greek Religion & Lore), Galatea the Statue (Ancient Greek Religion & Lore), Adonis (Ancient Greek Religion & Lore), Aphrodite (Ancient Greek Religion & Lore), Zeus (Ancient Greek Religion & Lore), Poseidon (Ancient Greek Religion & Lore), Achilles (Ancient Greek Religion & Lore), Patroclus of Opus (Ancient Greek Religion & Lore), Icarus (Ancient Greek Religion & Lore), Apollo (Ancient Greek Religion & Lore), Ares (Ancient Greek Religion & Lore), Artemis (Ancient Greek Religion & Lore);Inspired by Pygmalion and Galatea (Ancient Greek Religion & Lore), Inspired by Pygmalion - Shaw, References to Ancient Greek Religion & Lore, Inaccurate Ancient Greek Religion & Lore, Twelve Gods of Olympus (Ancient Greek Religion & Lore), Gay, LGBTQ Character, Ancient Greece, Ancient Rome, Trojan War, The Iliad, Gay Sex, Major Character Injury, Character Death, Original Character(s), Reincarnation, Alternate Universe - Gods & Goddesses;English;18/06/22;Completed;18/06/22;3305;3/3;;6;2;261;['tajadasforlife', 'Aurealin', 'Rosia007', 'Alerbit'];[]
51106009;In the Eye of the Beholden;['StealthKaiju'];Mature;F/M;Ancient Greek Religion & Lore;Medusa/Original Character(s);Medusa, Original Male Character(s), Euryale of the Gorgons (Ancient Greek Religion & Lore), Stheno (Ancient Greek Religion & Lore), Athena (Ancient Greek Religion & Lore), Poseidon (Ancient Greek Religion & Lore);Mythical Beings & Creatures, Friends to Lovers, Past Rape/Non-con, Not Between Main Pairing, Sexual Tension, Slow Burn, the greek gods are all arseholes, POV Monster, Fluff, Character Study, Bittersweet Ending, Assisted suicide (sort of);English;25/10/23;Completed;27/05/24;5714;3/3;;9;;294;['Abnormalities007', 'ggbcal', 'Fantahiro13', 'Ruralbuddy_500', 'Captainj559', 'Kin_Genesis', 'Abstractabstrict'];[]
52941766;I Summarize Greek Myths (But make it funny);['Moonlightwolfbright'];General Audiences;F/F, F/M, M/M, Multi, Other;Ancient Greek Religion & Lore, Hercules (1997);;Zeus (Ancient Greek Religion & Lore), Hades (Ancient Greek Religion & Lore), Poseidon (Ancient Greek Religion & Lore), Athena (Ancient Greek Religion & Lore), Orpheus (Ancient Greek Religion & Lore), Eurydice wife of Orpheus (Ancient Greek Religion & Lore), Persephone (Ancient Greek Religion & Lore), Apollo (Ancient Greek Religion & Lore), Hera (Ancient Greek Religion & Lore), Hercules | Heracles (Ancient Greek Religion & Lore), Demeter (Ancient Greek Religion & Lore), Helios (Ancient Greek Religion & Lore), Hermes (Ancient Greek Religion & Lore), Prometheus (Ancient Greek Religion & Lore), Epimetheus (Ancient Greek Religion & Lore), Pandora (Ancient Greek Religion & Lore);References to Ancient Greek Religion & Lore, Greek Myths, Greek myths retold by an idiot, Myth Retelling, Legend: Twelve Labors of Heracles (Ancient Greek Religion & Lore), Crack Treated Seriously, Cross-Posted on Wattpad, Cross-Posted on Quotev, Percy Jackson References, I Tried, Pandora's Box;English;10/01/24;Completed;10/01/24;4950;4/4;2;9;1;206;['Mingcole', 'agender_pineapple', 'RoGrey_987'];[]
48677368;Heroides;['Eatgreass'];Mature;Gen;Ancient Greek Religion & Lore, Heroides - Ovid, Ancient Roman Religion & Lore;;Penelope (Ancient Greek Religion & Lore), Dido of Carthage (Ancient Roman Religion & Lore), Helen of Troy (Ancient Greek Religion & Lore), Aphrodite (Ancient Greek Religion & Lore), Medea (Ancient Greek Religion & Lore), Calypso (Ancient Greek Religion & Lore), Dionysus (Ancient Greek Religion & Lore), Briseis | Hippodameia (Ancient Greek Religion & Lore), Antigone (Ancient Greek Religion & Lore), Ismene daughter of Oedipus (Ancient Greek Religion & Lore);Other Additional Tags to Be Added;English;18/07/23;Completed;27/12/23;3300;33/33;16;21;6;488;['DaughterOfTama', 'Thalassas0', 'prettygirllovespinkandthetrojancycle', 'lemurious', 'DavidProGamer27', 'MaskedCatAngel', 'SuspiriaDeProfundis', 'maladaptedreader', 'Pidgeapodge', 'ladysapphinope', 'Killmiinow', 'ggbcal', 'Blossoms_You_Grow'];[]
44140441;Zephyrus;['anoymous'];General Audiences;M/M;Ancient Greek Religion & Lore;Apollo/Hyacinthus (Ancient Greek Religion & Lore);Artemis (Ancient Greek Religion & Lore), Apollo (Ancient Greek Religion & Lore), Hermes (Ancient Greek Religion & Lore), Hyacinthus (Ancient Greek Religion & Lore);Threats of Violence, Attempted Rape/Non-Con, Post-Traumatic Stress Disorder - PTSD, Death, Loss, don't play discus if a god is mad at you for rejecting him, it's that part of the myth;English;08/01/23;Completed;13/02/23;3309;5/5;4;108;3;1800;['Songless', 'Garder_gnome15', 'Daytime_Nighttime', 'Silver_sandwich', 'just_coda', 'Anwiryani', 'IhaveNonam3', 'WeirdOverthinker', 'lilas_1123', 'angelteethcrybaby097', 'Dioptase_basedTimeTurner', 'MetNet', 'xAnimalsBooksMythsx', 'Gtaberr', 'luna2456', 'Winter_Sage', 'Kenzieartemis23', 'Moobearlive', 'ImLynn_likeaxe_crazy', 'lostizan_lith', 'BoysLoveAddict', 'whenthecagebirdsings', 'Valersus', 'MochaDae', 'Greeneyes_53', 'Luo_Ycro', 'XxtwilightzonexX', 'Icecream4261', 'Hana_H', 'BizzareBop', '17Iridescence17', 'Luka_Xie', 'letsdocrimes', 'Staxxy', 'sparkybooklover', 'mattomate9', 'Tec_0o', 'MeteorGarden', 'InternationalImposter', 'Elizadiv', 'Spencer_7070', 'GotStabbedByAPen', 'ambersmith123', 'i_DoNt_kNOw86', 'Gamoon'];[]
