work_id;Summary;Error Type;Error Scope;Comment;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Classification;Reason;Presentation mode;Narrator POV;(Major) Character Death Evidence;words;Victim_TP_auto;Victim_FP_auto;Victim_FN_auto;Victim_TN_auto;Victim_res;Perpetrator_TP_auto;Perpetrator_FP_auto;Perpetrator_FN_auto;Perpetrator_TN_auto;Perpetrator_res;Mode of Demise_TP_auto;Mode of Demise_FP_auto;Mode of Demise_FN_auto;Mode of Demise_TN_auto;Mode of Demise_res
30281253;Corrie Worth, a widow, attends her husband Dixon's funeral, where the preacher references persecution and hardship. Corrie's past is revealed, showing how she met Dixon when she was a poor, underfed girl, and he offered her peppermint candy in exchange for getting into his Cadillac. Years later, Dixon is murdered, and Sheriff J.H. Blair jails striking miners as the perpetrators, but Corrie suspects otherwise. At the funeral, a young girl, Araminta Sizemore, who had an affair with Dixon, leaves daisies on the coffin. It is implied that Corrie herself was the one who killed Dixon with a pickaxe, as she recalls the effort and noise of the act. The story suggests that Corrie will eventually turn to Sheriff Blair for comfort, but only after ensuring the escape of the wrongly accused miners, and that she may have also been involved in the death of her husband.;Generic character death;Summary;Generic character death;unspecified;;0;0;0;1;unspecified;;0;0;0;1;striking miners;;0;0;1;0;Incorrect;Errors but no TPs.;indirect thought;third;"""Corrie suspected she could have danced naked on Dixon's coffin without shaking Blair from his certainty that he'd caught the right men when he jailed those striking miners as murderers.""";746;0;0;0;1;rule;0;0;1;0;rule;0;0;0;1;rule
30281253;Corrie Worth, a widow, attends her husband Dixon's funeral, where the preacher references persecution and hardship. Corrie's past is revealed, showing how she met Dixon when she was a poor, underfed girl, and he offered her peppermint candy in exchange for getting into his Cadillac. Years later, Dixon is murdered, and Sheriff J.H. Blair jails striking miners as the perpetrators, but Corrie suspects otherwise. At the funeral, a young girl, Araminta Sizemore, who had an affair with Dixon, leaves daisies on the coffin. It is implied that Corrie herself was the one who killed Dixon with a pickaxe, as she recalls the effort and noise of the act. The story suggests that Corrie will eventually turn to Sheriff Blair for comfort, but only after ensuring the escape of the wrongly accused miners, and that she may have also been involved in the death of her husband.;Generic character death;Summary;Generic Character Death;hanging;;0;0;1;0;miners;;0;0;1;0;Corrie;;0;0;1;0;Incorrect;All three elements have FP or FN.;indirect thought;third;"""Her own nightmares about miners involved hanged men, ropes still around their necks, accusing her.""";746;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
30281253;Corrie Worth, a widow, attends her husband Dixon's funeral, where the preacher references persecution and hardship. Corrie's past is revealed, showing how she met Dixon when she was a poor, underfed girl, and he offered her peppermint candy in exchange for getting into his Cadillac. Years later, Dixon is murdered, and Sheriff J.H. Blair jails striking miners as the perpetrators, but Corrie suspects otherwise. At the funeral, a young girl, Araminta Sizemore, who had an affair with Dixon, leaves daisies on the coffin. It is implied that Corrie herself was the one who killed Dixon with a pickaxe, as she recalls the effort and noise of the act. The story suggests that Corrie will eventually turn to Sheriff Blair for comfort, but only after ensuring the escape of the wrongly accused miners, and that she may have also been involved in the death of her husband.;False negative;Summary;;slaying;murdered;0;0;1;0;Dixon;Dixon;1;0;0;0;Corrie;Corrie;1;0;0;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;indirect thought;third;"""Talking about Dixon's murder wasn't proper, not in front of his widow."" [...] ""Raising the pick over her head had taken all Corrie's strength, but the wet, crushing noise when it entered Dixon's head had made the effort worth it.""";746;1;0;0;0;rule;1;0;0;0;rule;1;0;0;0;semantic
31797934;Pentheus, the king, was brutally murdered by the Maenads, a group of women led by Dionysus, as punishment for ridiculing their sacred gathering. The Maenads, with strength and power bestowed upon them by Dionysus, transformed into beasts and attacked Pentheus, tearing him apart limb from limb. They then proceeded to mutilate his body, with one biting his neck, another breaking his arm, and others scratching, biting, and tearing at his flesh. The Maenads also ate his internal organs while they were still steaming hot and raw, and wolf cubs carried away his bones. Only his head remained intact, which was carried by his mother Agave as a trophy back to Thebes.;;;;tearing to pieces;tearing apart limb from limb;1;0;0;0;Pentheus;Pentheus;1;0;0;0;Maenad;Maenads;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;"""Thus at last by Dionysus’ command and the Maenad’s hands, he was torn limb from limb, split in two and three and four and ever smaller parts."" [...] ""They ate his innards still steaming hot and raw, they gnawed his flesh down to the bone and wolf cubs carried the bones away.""";1269;1;0;0;0;rule;1;0;0;0;fuzzy;1;0;0;0;semantic
32232568;The golden god, Apollo, had taken Cassandra's body and bestowed upon her the gift of Farsight, but decreed that no one would ever believe her prophecies as she did not give him her love. In revenge, Cassandra planned to take her own life by stabbing herself with a dual-bladed dagger while disguised as Iphigenia, who was originally destined for sacrifice. However, before doing so, Iphigenia had a vision from Artemis, who revealed that Calchas the prophet lied about her decreeing the sacrifice and sought revenge against him. Cassandra then took Iphigenia's place under the cloth and mask, and when Calchas entered the tent, she stabbed them both with the dagger, killing them in an act of defiance against Apollo.;False negative;Summary;;sacrifice;;0;0;1;0;Iphigenia;;0;0;1;0;Agamemnon;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;"""They were even angry that this delicate woman was to be sacrificed to the gods, her throat cut and her heart torn out to be burned on the sacred altar.""";2229;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
32232568;The golden god, Apollo, had taken Cassandra's body and bestowed upon her the gift of Farsight, but decreed that no one would ever believe her prophecies as she did not give him her love. In revenge, Cassandra planned to take her own life by stabbing herself with a dual-bladed dagger while disguised as Iphigenia, who was originally destined for sacrifice. However, before doing so, Iphigenia had a vision from Artemis, who revealed that Calchas the prophet lied about her decreeing the sacrifice and sought revenge against him. Cassandra then took Iphigenia's place under the cloth and mask, and when Calchas entered the tent, she stabbed them both with the dagger, killing them in an act of defiance against Apollo.;;;;self-sacrifice/stabbing;stabbing;1;0;0;0;Calchas;Calchas;1;0;0;0;Cassandra;Cassandra;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;"""Cassandra, stripped of her clothing, picked up the dual-bladed dagger, took Iphigenia’s place under the cloth, and the mask covered her eyes."" [...] ""“Kiss me, Calchas, and your death through me.” With a mighty thrust, she yanked him down, breast to breast. Heart to heart. The dual bladed dagger sank deep into them both.""";2229;1;0;0;0;rule;1;0;0;0;rule;1;0;0;0;semantic
32232568;The golden god, Apollo, had taken Cassandra's body and bestowed upon her the gift of Farsight, but decreed that no one would ever believe her prophecies as she did not give him her love. In revenge, Cassandra planned to take her own life by stabbing herself with a dual-bladed dagger while disguised as Iphigenia, who was originally destined for sacrifice. However, before doing so, Iphigenia had a vision from Artemis, who revealed that Calchas the prophet lied about her decreeing the sacrifice and sought revenge against him. Cassandra then took Iphigenia's place under the cloth and mask, and when Calchas entered the tent, she stabbed them both with the dagger, killing them in an act of defiance against Apollo.;;;;self-sacrifice/stabbing;stabbing;1;0;0;0;Cassandra;Cassandra (as Iphigenia);1;0;0;0;Cassandra;Cassandra;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;"""Cassandra, stripped of her clothing, picked up the dual-bladed dagger, took Iphigenia’s place under the cloth, and the mask covered her eyes."" [...] ""“Kiss me, Calchas, and your death through me.” With a mighty thrust, she yanked him down, breast to breast. Heart to heart. The dual bladed dagger sank deep into them both.""";2229;1;0;0;0;fuzzy;1;0;0;0;rule;1;0;0;0;semantic
37903318;The narrator, Eurydice, recounts her story of being forced into marriage with Orpheus, a mortal man who claimed to love her through his music. However, she did not reciprocate his feelings and was actually in love with another woman, a nymph who was murdered by Orpheus. With the help of Hermes, Eurydice escapes Orpheus and journeys to the underworld, where she pleads her case to Queen Persephone and King Hades, telling them about the abuse and trauma she suffered at Orpheus' hands. The queen and king sympathize with Eurydice and plan a trick to keep Orpheus from taking her back to the mortal world, allowing her to stay with Persephone instead. In the end, Orpheus fails in his attempt to reclaim Eurydice, and she is reunited with her true love, the nymph, who has been brought back as a flower blossoming in Persephone's presence.;Generic character death;Summary;Generic Character Death;unspecified;;0;0;0;1;a nymph;;0;0;1;0;Orpheus;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;first;"""My sisters take my hands, the nymph I love brushes her fingers over my lips. Orpheus is ripping up her bushes.  And the last thing I have of her is the scent of her flowers when he presents me a bouquet."" [...] ""Her murder by his hands."" [...] ""Persephone wails when I sing of the murder of my love, Hades covers his mouth when he learns the viper did what I asked.""";1148;0;0;1;0;rule;0;0;1;0;rule;0;0;0;1;rule
37903318;The narrator, Eurydice, recounts her story of being forced into marriage with Orpheus, a mortal man who claimed to love her through his music. However, she did not reciprocate his feelings and was actually in love with another woman, a nymph who was murdered by Orpheus. With the help of Hermes, Eurydice escapes Orpheus and journeys to the underworld, where she pleads her case to Queen Persephone and King Hades, telling them about the abuse and trauma she suffered at Orpheus' hands. The queen and king sympathize with Eurydice and plan a trick to keep Orpheus from taking her back to the mortal world, allowing her to stay with Persephone instead. In the end, Orpheus fails in his attempt to reclaim Eurydice, and she is reunited with her true love, the nymph, who has been brought back as a flower blossoming in Persephone's presence.;Generic character death;Summary;Generic Character Death;petrification;;0;0;1;0;a nymph;;0;0;1;0;Orpheus;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;"""One touches my face, her hand is cold as she minds me of her own love. It is said she was turned to stone and her head removed.""";1148;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
37903318;The narrator, Eurydice, recounts her story of being forced into marriage with Orpheus, a mortal man who claimed to love her through his music. However, she did not reciprocate his feelings and was actually in love with another woman, a nymph who was murdered by Orpheus. With the help of Hermes, Eurydice escapes Orpheus and journeys to the underworld, where she pleads her case to Queen Persephone and King Hades, telling them about the abuse and trauma she suffered at Orpheus' hands. The queen and king sympathize with Eurydice and plan a trick to keep Orpheus from taking her back to the mortal world, allowing her to stay with Persephone instead. In the end, Orpheus fails in his attempt to reclaim Eurydice, and she is reunited with her true love, the nymph, who has been brought back as a flower blossoming in Persephone's presence.;False negative;Summary;;snake bite/suicide;;0;0;1;0;Eurydice;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;indirect speech;first;"""My friend, a viper, lies in wait. And when my foot, callused and rough lands near her; she strikes."" [...] ""Persephone wails when I sing of the murder of my love, Hades covers his mouth when he learns the viper did what I asked.""";1148;0;0;1;0;rule;0;0;0;1;rule;0;0;1;0;rule
37903318;The narrator, Eurydice, recounts her story of being forced into marriage with Orpheus, a mortal man who claimed to love her through his music. However, she did not reciprocate his feelings and was actually in love with another woman, a nymph who was murdered by Orpheus. With the help of Hermes, Eurydice escapes Orpheus and journeys to the underworld, where she pleads her case to Queen Persephone and King Hades, telling them about the abuse and trauma she suffered at Orpheus' hands. The queen and king sympathize with Eurydice and plan a trick to keep Orpheus from taking her back to the mortal world, allowing her to stay with Persephone instead. In the end, Orpheus fails in his attempt to reclaim Eurydice, and she is reunited with her true love, the nymph, who has been brought back as a flower blossoming in Persephone's presence.;False positive;Question Answering;;;;0;0;0;1;;the narrator's lover, the nymph;0;1;0;0;;viper/Orpheus;0;1;0;0;Incorrect;Errors but no TPs.;;;;1148;0;1;0;0;rule;0;1;0;0;rule;0;0;0;1;rule
38717322;Apollo's pursuit of Daphne led to her transformation into a laurel tree, a result of his relentless chase despite her desire to escape. This event is likened to a predator-prey relationship, with Apollo as the stronger predator and Daphne as the fearful prey. Ultimately, Apollo's actions resulted in Daphne's loss of humanity, mirroring the demise of Hyacinthus, who was killed by Zephyr's gusts after being struck by one of Apollo's discs.;False positive;Question Answering;partially true;discus;Striking and wind gusts;1;0;0;0;Hyacinthus;Hyacinthus;1;0;0;0;Zephyrus;Apollo;0;1;0;0;Partially Correct;Errors in: Perpetrator (FP or FN) with at least one TP;narrator;first;"""My heart stopped. So did his. A slight change in the wind destroyed everything. Instead of catching the diskus,it hit his head. Blood trickled from his head.""";1337;1;0;0;0;rule;0;1;1;0;semantic;0;1;1;0;semantic
38717322;Apollo's pursuit of Daphne led to her transformation into a laurel tree, a result of his relentless chase despite her desire to escape. This event is likened to a predator-prey relationship, with Apollo as the stronger predator and Daphne as the fearful prey. Ultimately, Apollo's actions resulted in Daphne's loss of humanity, mirroring the demise of Hyacinthus, who was killed by Zephyr's gusts after being struck by one of Apollo's discs.;False positive;Question Answering;partially true;discus;Striking and wind gusts;1;0;0;0;Hyacinthus;Hyacinthus;1;0;0;0;Zephyrus;Zephyrus;1;0;0;0;Correct;;narrator;first;"""My heart stopped. So did his. A slight change in the wind destroyed everything. Instead of catching the diskus,it hit his head. Blood trickled from his head.""";1337;1;0;0;0;rule;1;0;0;0;rule;0;1;1;0;semantic
38717322;Apollo's pursuit of Daphne led to her transformation into a laurel tree, a result of his relentless chase despite her desire to escape. This event is likened to a predator-prey relationship, with Apollo as the stronger predator and Daphne as the fearful prey. Ultimately, Apollo's actions resulted in Daphne's loss of humanity, mirroring the demise of Hyacinthus, who was killed by Zephyr's gusts after being struck by one of Apollo's discs.;False positive;Question Answering;Actually, from a certain point of view, it is correct that Apollo killed dafne;transformation;Transformation;1;0;0;0;Daphne;Daphne;1;0;0;0;---;Apollo;0;1;0;0;Partially Correct;Errors in: Perpetrator (FP or FN) with at least one TP;narrator;first;"""I left her no choice, and she sacrified her life to turn into a tree.""";1337;1;0;0;0;rule;0;1;0;0;rule;1;0;0;0;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;slaying;;0;0;1;0;Ilona;;0;0;1;0;a man;;0;0;1;0;Incorrect;All three elements have FP or FN.;indirect thought;third;"""She thought of that man’s audacity—of how he brought his club down upon her fragile body—and the contempt that sloshed within Ilona’s body almost made her crawl back out of that casket."" [...] ""Her fingers twitched once, twice, and then they stilled.""";7210;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;tearing to pieces;;0;0;1;0;hunters;;0;0;1;0;werewolves;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;"""Artemis knew the silver had to be a burning agony, but the wolves refused to yield. They tore open throats and pulled limbs from their sockets.""";7210;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;slashing throat;;0;0;1;0;hunters;;0;0;1;0;werewolves;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;"""Artemis knew the silver had to be a burning agony, but the wolves refused to yield. They tore open throats and pulled limbs from their sockets.""";7210;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;being choked;;0;0;1;0;a hunter;;0;0;1;0;a werewolf;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;"""And so he squeezed the hunter’s throat, crushing the man’s esophagus and puncturing his arteries with sharpened claws. Blood sprayed from the hunter, and his body spasmed pathetically.""";7210;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;being eaten;;0;0;1;0;Brian;;0;0;1;0;a dragon;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;"""His organs were beautifully wet and shiny as they laid upon the ground, gravel clinging to them as the dragon kicked them aside with its powerful legs."" [...] ""The dragon leaned down and buried its muzzle in the fresh cavern of Briar’s shredded abdomen. The creature didn’t devour Briar, not yet. Dragons preferred to play with their meals before they gave into their hunger."" [...] ""The dragon opened its maw, and it began to feed.""";7210;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;beaten to death;;0;0;1;0;her brother;;0;0;1;0;a bird;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;"""Her brother’s corpse laid at her feet, belly already ruptured and skin a kaleidoscope of color.""";7210;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;being eaten;;0;0;1;0;she;;0;0;1;0;a bird;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;"""The bird tore at her with its massive beak, taking away chunks of hair and leaving blood gashes instead. She screamed her frustration and pulled away from the creature, but it was relentless in its assault."" [...] ""She wanted to scream, but the bird swooped down upon her, claws taking her own eyes. She would face her death in darkness.""";7210;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;being eaten;;0;0;1;0;Daisy's friends;;0;0;1;0;a troll;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;"""She could see the flesh of her friends floating to the surface, joined by a swirl of wild onions and dandelion greens.""";7210;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;;intercourse/rape;;0;0;1;0;Daisy;;0;0;1;0;a troll;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;"""The cock was swelling with arousal, becoming so engorged that Daisy could feel her own looming death as she gazed upon it.""";7210;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;slashing throat;;0;0;1;0;the embalmer;;0;0;1;0;Kayde and Luanne;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;"""The embalmer’s head fell back, and the gash along his throat spread into a visceral grin.""";7210;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;being eaten;;0;0;1;0;he;;0;0;1;0;a shark;;0;0;1;0;Incorrect;All three elements have FP or FN.;indirect thought;third;"""Curiosity had its price, and his body would be offered up to pay that debt. The shark would make certain of that.""";7210;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;being eaten;;0;0;1;0;a neighbour;;0;0;1;0;a werewolf neighbour;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;third;"""There’s been concerns about the disappearances in our community, and I think your involvement would be so helpful.""";7210;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;drowning;;0;0;1;0;unspecified;;0;0;0;1;sea monsters;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;third;"""Hands beneath the river, formed of mud and fish bones and rusted cans. They grabbed at my legs and pulled me under. Brown water filled my lungs as I slipped further and further into that polluted kingdom.""";7210;0;0;0;1;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;stabbing;;0;0;1;0;unspecified;;0;0;0;1;angels;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;first;"""The claws left my skin. Blood welled up from the countless wounds, as though to herald the glassy eyes that then emerged from the gore. They gazed both everywhere and nowhere, the dark pupils framed by eerily pale blue.""";7210;0;0;0;1;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;;burning alive;;0;0;1;0;NN's parents;narrator's parents;1;0;0;0;---;;0;0;0;1;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;indirect thought;first;"""The cabin was forsaken, as were the bodies within. My parents had been lost even before the fire consumed their bloated corpses.""";7210;1;0;0;0;fuzzy;0;0;0;1;rule;0;0;1;0;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;unspecified;;0;0;0;1;a doctor;doctor;1;0;0;0;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;"""All five bodies were laid to rest in their shallow graves, all in a neat row. A doctor, a set of twins, a taxidermist,  and a camgirl. The freshly disturbed earth was as dark as the sky above.""";7210;1;0;0;0;fuzzy;0;0;0;1;rule;0;0;0;1;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;unspecified;;0;0;0;1;a set of twins;twins;1;0;0;0;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;"""All five bodies were laid to rest in their shallow graves, all in a neat row. A doctor, a set of twins, a taxidermist,  and a camgirl. The freshly disturbed earth was as dark as the sky above.""";7210;1;0;0;0;fuzzy;0;0;0;1;rule;0;0;0;1;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;unspecified;;0;0;0;1;a taxidermist;taxidermist;1;0;0;0;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;"""All five bodies were laid to rest in their shallow graves, all in a neat row. A doctor, a set of twins, a taxidermist,  and a camgirl. The freshly disturbed earth was as dark as the sky above.""";7210;1;0;0;0;fuzzy;0;0;0;1;rule;0;0;0;1;rule
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;unspecified;;0;0;0;1;a camgirl;camgirl;1;0;0;0;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;"""All five bodies were laid to rest in their shallow graves, all in a neat row. A doctor, a set of twins, a taxidermist,  and a camgirl. The freshly disturbed earth was as dark as the sky above.""";7210;1;0;0;0;fuzzy;0;0;0;1;rule;0;0;0;1;rule
