work_id;Summary;Error Type;Error Scope;Comment;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Classification;Reason;Presentation mode;Narrator POV;(Major) Character Death Evidence;words
30281253;Corrie Worth, a widow, attends her husband Dixon's funeral, where the preacher references persecution and hardship. Corrie's past is revealed, showing how she met Dixon when she was a poor, underfed girl, and he offered her peppermint candy in exchange for getting into his Cadillac. Years later, Dixon is murdered, and Sheriff J.H. Blair jails striking miners as the perpetrators, but Corrie suspects otherwise. At the funeral, a young girl, Araminta Sizemore, who had an affair with Dixon, leaves daisies on the coffin. It is implied that Corrie herself was the one who killed Dixon with a pickaxe, as she recalls the effort and noise of the act. The story suggests that Corrie will eventually turn to Sheriff Blair for comfort, but only after ensuring the escape of the wrongly accused miners, and that she may have also been involved in the death of her husband.;;;;slaying;;;;;;Dixon;;;;;;Corrie;;;;;;;;indirect thought;third;"""Talking about Dixon's murder wasn't proper, not in front of his widow."" [...] ""Raising the pick over her head had taken all Corrie's strength, but the wet, crushing noise when it entered Dixon's head had made the effort worth it.""";746
31797934;Pentheus, the king, was brutally murdered by the Maenads, a group of women led by Dionysus, as punishment for ridiculing their sacred gathering. The Maenads, with strength and power bestowed upon them by Dionysus, transformed into beasts and attacked Pentheus, tearing him apart limb from limb. They then proceeded to mutilate his body, with one biting his neck, another breaking his arm, and others scratching, biting, and tearing at his flesh. The Maenads also ate his internal organs while they were still steaming hot and raw, and wolf cubs carried away his bones. Only his head remained intact, which was carried by his mother Agave as a trophy back to Thebes.;;;;tearing to pieces;;;;;;Pentheus;;;;;;Maenad;;;;;;;;narrator;third;"""Thus at last by Dionysus’ command and the Maenad’s hands, he was torn limb from limb, split in two and three and four and ever smaller parts."" [...] ""They ate his innards still steaming hot and raw, they gnawed his flesh down to the bone and wolf cubs carried the bones away.""";1269
32232568;The golden god, Apollo, had taken Cassandra's body and bestowed upon her the gift of Farsight, but decreed that no one would ever believe her prophecies as she did not give him her love. In revenge, Cassandra planned to take her own life by stabbing herself with a dual-bladed dagger while disguised as Iphigenia, who was originally destined for sacrifice. However, before doing so, Iphigenia had a vision from Artemis, who revealed that Calchas the prophet lied about her decreeing the sacrifice and sought revenge against him. Cassandra then took Iphigenia's place under the cloth and mask, and when Calchas entered the tent, she stabbed them both with the dagger, killing them in an act of defiance against Apollo.;;;;sacrifice;;;;;;Iphigenia;;;;;;Agamemnon;;;;;;;;narrator;third;"""They were even angry that this delicate woman was to be sacrificed to the gods, her throat cut and her heart torn out to be burned on the sacred altar.""";2229
32232568;The golden god, Apollo, had taken Cassandra's body and bestowed upon her the gift of Farsight, but decreed that no one would ever believe her prophecies as she did not give him her love. In revenge, Cassandra planned to take her own life by stabbing herself with a dual-bladed dagger while disguised as Iphigenia, who was originally destined for sacrifice. However, before doing so, Iphigenia had a vision from Artemis, who revealed that Calchas the prophet lied about her decreeing the sacrifice and sought revenge against him. Cassandra then took Iphigenia's place under the cloth and mask, and when Calchas entered the tent, she stabbed them both with the dagger, killing them in an act of defiance against Apollo.;;;;self-sacrifice/stabbing;;;;;;Calchas;;;;;;Cassandra;;;;;;;;narrator;third;"""Cassandra, stripped of her clothing, picked up the dual-bladed dagger, took Iphigenia’s place under the cloth, and the mask covered her eyes."" [...] ""“Kiss me, Calchas, and your death through me.” With a mighty thrust, she yanked him down, breast to breast. Heart to heart. The dual bladed dagger sank deep into them both.""";2229
32232568;The golden god, Apollo, had taken Cassandra's body and bestowed upon her the gift of Farsight, but decreed that no one would ever believe her prophecies as she did not give him her love. In revenge, Cassandra planned to take her own life by stabbing herself with a dual-bladed dagger while disguised as Iphigenia, who was originally destined for sacrifice. However, before doing so, Iphigenia had a vision from Artemis, who revealed that Calchas the prophet lied about her decreeing the sacrifice and sought revenge against him. Cassandra then took Iphigenia's place under the cloth and mask, and when Calchas entered the tent, she stabbed them both with the dagger, killing them in an act of defiance against Apollo.;;;;self-sacrifice/stabbing;;;;;;Cassandra;;;;;;Cassandra;;;;;;;;narrator;third;"""Cassandra, stripped of her clothing, picked up the dual-bladed dagger, took Iphigenia’s place under the cloth, and the mask covered her eyes."" [...] ""“Kiss me, Calchas, and your death through me.” With a mighty thrust, she yanked him down, breast to breast. Heart to heart. The dual bladed dagger sank deep into them both.""";2229
37903318;The narrator, Eurydice, recounts her story of being forced into marriage with Orpheus, a mortal man who claimed to love her through his music. However, she did not reciprocate his feelings and was actually in love with another woman, a nymph who was murdered by Orpheus. With the help of Hermes, Eurydice escapes Orpheus and journeys to the underworld, where she pleads her case to Queen Persephone and King Hades, telling them about the abuse and trauma she suffered at Orpheus' hands. The queen and king sympathize with Eurydice and plan a trick to keep Orpheus from taking her back to the mortal world, allowing her to stay with Persephone instead. In the end, Orpheus fails in his attempt to reclaim Eurydice, and she is reunited with her true love, the nymph, who has been brought back as a flower blossoming in Persephone's presence.;;;;unspecified;;;;;;a nymph;;;;;;Orpheus;;;;;;;;narrator;first;"""My sisters take my hands, the nymph I love brushes her fingers over my lips. Orpheus is ripping up her bushes.  And the last thing I have of her is the scent of her flowers when he presents me a bouquet."" [...] ""Her murder by his hands."" [...] ""Persephone wails when I sing of the murder of my love, Hades covers his mouth when he learns the viper did what I asked.""";1148
37903318;The narrator, Eurydice, recounts her story of being forced into marriage with Orpheus, a mortal man who claimed to love her through his music. However, she did not reciprocate his feelings and was actually in love with another woman, a nymph who was murdered by Orpheus. With the help of Hermes, Eurydice escapes Orpheus and journeys to the underworld, where she pleads her case to Queen Persephone and King Hades, telling them about the abuse and trauma she suffered at Orpheus' hands. The queen and king sympathize with Eurydice and plan a trick to keep Orpheus from taking her back to the mortal world, allowing her to stay with Persephone instead. In the end, Orpheus fails in his attempt to reclaim Eurydice, and she is reunited with her true love, the nymph, who has been brought back as a flower blossoming in Persephone's presence.;;;;petrification;;;;;;a nymph;;;;;;Orpheus;;;;;;;;narrator;first;"""One touches my face, her hand is cold as she minds me of her own love. It is said she was turned to stone and her head removed.""";1148
37903318;The narrator, Eurydice, recounts her story of being forced into marriage with Orpheus, a mortal man who claimed to love her through his music. However, she did not reciprocate his feelings and was actually in love with another woman, a nymph who was murdered by Orpheus. With the help of Hermes, Eurydice escapes Orpheus and journeys to the underworld, where she pleads her case to Queen Persephone and King Hades, telling them about the abuse and trauma she suffered at Orpheus' hands. The queen and king sympathize with Eurydice and plan a trick to keep Orpheus from taking her back to the mortal world, allowing her to stay with Persephone instead. In the end, Orpheus fails in his attempt to reclaim Eurydice, and she is reunited with her true love, the nymph, who has been brought back as a flower blossoming in Persephone's presence.;;;;snake bite/suicide;;;;;;Eurydice;;;;;;---;;;;;;;;indirect speech;first;"""My friend, a viper, lies in wait. And when my foot, callused and rough lands near her; she strikes."" [...] ""Persephone wails when I sing of the murder of my love, Hades covers his mouth when he learns the viper did what I asked.""";1148
38717322;Apollo's pursuit of Daphne led to her transformation into a laurel tree, a result of his relentless chase despite her desire to escape. This event is likened to a predator-prey relationship, with Apollo as the stronger predator and Daphne as the fearful prey. Ultimately, Apollo's actions resulted in Daphne's loss of humanity, mirroring the demise of Hyacinthus, who was killed by Zephyr's gusts after being struck by one of Apollo's discs.;;;;discus;;;;;;Hyacinthus;;;;;;Zephyrus;;;;;;;;narrator;first;"""My heart stopped. So did his. A slight change in the wind destroyed everything. Instead of catching the diskus,it hit his head. Blood trickled from his head.""";1337
38717322;Apollo's pursuit of Daphne led to her transformation into a laurel tree, a result of his relentless chase despite her desire to escape. This event is likened to a predator-prey relationship, with Apollo as the stronger predator and Daphne as the fearful prey. Ultimately, Apollo's actions resulted in Daphne's loss of humanity, mirroring the demise of Hyacinthus, who was killed by Zephyr's gusts after being struck by one of Apollo's discs.;;;;discus;;;;;;Hyacinthus;;;;;;Zephyrus;;;;;;;;narrator;first;"""My heart stopped. So did his. A slight change in the wind destroyed everything. Instead of catching the diskus,it hit his head. Blood trickled from his head.""";1337
38717322;Apollo's pursuit of Daphne led to her transformation into a laurel tree, a result of his relentless chase despite her desire to escape. This event is likened to a predator-prey relationship, with Apollo as the stronger predator and Daphne as the fearful prey. Ultimately, Apollo's actions resulted in Daphne's loss of humanity, mirroring the demise of Hyacinthus, who was killed by Zephyr's gusts after being struck by one of Apollo's discs.;;;;transformation;;;;;;Daphne;;;;;;---;;;;;;;;narrator;first;"""I left her no choice, and she sacrified her life to turn into a tree.""";1337
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;slaying;;;;;;Ilona;;;;;;a man;;;;;;;;indirect thought;third;"""She thought of that man’s audacity—of how he brought his club down upon her fragile body—and the contempt that sloshed within Ilona’s body almost made her crawl back out of that casket."" [...] ""Her fingers twitched once, twice, and then they stilled.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;tearing to pieces;;;;;;hunters;;;;;;werewolves;;;;;;;;narrator;third;"""Artemis knew the silver had to be a burning agony, but the wolves refused to yield. They tore open throats and pulled limbs from their sockets.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;slashing throat;;;;;;hunters;;;;;;werewolves;;;;;;;;narrator;third;"""Artemis knew the silver had to be a burning agony, but the wolves refused to yield. They tore open throats and pulled limbs from their sockets.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;being choked;;;;;;a hunter;;;;;;a werewolf;;;;;;;;narrator;third;"""And so he squeezed the hunter’s throat, crushing the man’s esophagus and puncturing his arteries with sharpened claws. Blood sprayed from the hunter, and his body spasmed pathetically.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;being eaten;;;;;;Brian;;;;;;a dragon;;;;;;;;narrator;third;"""His organs were beautifully wet and shiny as they laid upon the ground, gravel clinging to them as the dragon kicked them aside with its powerful legs."" [...] ""The dragon leaned down and buried its muzzle in the fresh cavern of Briar’s shredded abdomen. The creature didn’t devour Briar, not yet. Dragons preferred to play with their meals before they gave into their hunger."" [...] ""The dragon opened its maw, and it began to feed.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;beaten to death;;;;;;her brother;;;;;;a bird;;;;;;;;narrator;third;"""Her brother’s corpse laid at her feet, belly already ruptured and skin a kaleidoscope of color.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;being eaten;;;;;;she;;;;;;a bird;;;;;;;;narrator;third;"""The bird tore at her with its massive beak, taking away chunks of hair and leaving blood gashes instead. She screamed her frustration and pulled away from the creature, but it was relentless in its assault."" [...] ""She wanted to scream, but the bird swooped down upon her, claws taking her own eyes. She would face her death in darkness.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;being eaten;;;;;;Daisy's friends;;;;;;a troll;;;;;;;;narrator;third;"""She could see the flesh of her friends floating to the surface, joined by a swirl of wild onions and dandelion greens.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;intercourse/rape;;;;;;Daisy;;;;;;a troll;;;;;;;;narrator;third;"""The cock was swelling with arousal, becoming so engorged that Daisy could feel her own looming death as she gazed upon it.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;slashing throat;;;;;;the embalmer;;;;;;Kayde and Luanne;;;;;;;;narrator;third;"""The embalmer’s head fell back, and the gash along his throat spread into a visceral grin.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;being eaten;;;;;;he;;;;;;a shark;;;;;;;;indirect thought;third;"""Curiosity had its price, and his body would be offered up to pay that debt. The shark would make certain of that.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;being eaten;;;;;;a neighbour;;;;;;a werewolf neighbour;;;;;;;;direct speech;third;"""There’s been concerns about the disappearances in our community, and I think your involvement would be so helpful.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;drowning;;;;;;unspecified;;;;;;sea monsters;;;;;;;;narrator;third;"""Hands beneath the river, formed of mud and fish bones and rusted cans. They grabbed at my legs and pulled me under. Brown water filled my lungs as I slipped further and further into that polluted kingdom.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;stabbing;;;;;;unspecified;;;;;;angels;;;;;;;;narrator;first;"""The claws left my skin. Blood welled up from the countless wounds, as though to herald the glassy eyes that then emerged from the gore. They gazed both everywhere and nowhere, the dark pupils framed by eerily pale blue.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;burning alive;;;;;;NN's parents;;;;;;---;;;;;;;;indirect thought;first;"""The cabin was forsaken, as were the bodies within. My parents had been lost even before the fire consumed their bloated corpses.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;unspecified;;;;;;a doctor;;;;;;unspecified;;;;;;;;narrator;third;"""All five bodies were laid to rest in their shallow graves, all in a neat row. A doctor, a set of twins, a taxidermist,  and a camgirl. The freshly disturbed earth was as dark as the sky above.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;unspecified;;;;;;a set of twins;;;;;;unspecified;;;;;;;;narrator;third;"""All five bodies were laid to rest in their shallow graves, all in a neat row. A doctor, a set of twins, a taxidermist,  and a camgirl. The freshly disturbed earth was as dark as the sky above.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;unspecified;;;;;;a taxidermist;;;;;;unspecified;;;;;;;;narrator;third;"""All five bodies were laid to rest in their shallow graves, all in a neat row. A doctor, a set of twins, a taxidermist,  and a camgirl. The freshly disturbed earth was as dark as the sky above.""";7210
38722188;Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;unspecified;;;;;;a camgirl;;;;;;unspecified;;;;;;;;narrator;third;"""All five bodies were laid to rest in their shallow graves, all in a neat row. A doctor, a set of twins, a taxidermist,  and a camgirl. The freshly disturbed earth was as dark as the sky above.""";7210
38886291;"Here is a summary of the provided text:  Achilles' lover, Patroclus, confronts Achilles' mother, Thetis, about how she has ruined him and how he will be remembered for his cruel killings in war, specifically the murders of Hector and Troilus. However, to Patroclus, Achilles is not just a warrior but a person with memories of their time together, which he shares with Thetis, recalling their first meeting, their time as comrades-in-arms, and eventually lovers. Moved by Patroclus' words, Thetis creates a tomb for Achilles and inscribes on it """"Achilles"""" alongside """"Patroclus"""". She then reunites the two in the afterlife, where they are finally together again after a thousand years of waiting.""";;;;stabbing;;;;;;Patroclus;;;;;;Hector;;;;;;;;indirect thought;first;"""It pierced through my stomach, and Hector twisted it as if stirring soup. He has killed three men with one spear, I thought bitterly. Even the throbbing pain in my stomach did not hurt as much as my heart. The Fates were cruel. As I slowly felt my soul departing, I could only think of the better days, with Achilles. Achilles. It was the last thing I thought before I saw only darkness.""";2503
38886291;"Here is a summary of the provided text:  Achilles' lover, Patroclus, confronts Achilles' mother, Thetis, about how she has ruined him and how he will be remembered for his cruel killings in war, specifically the murders of Hector and Troilus. However, to Patroclus, Achilles is not just a warrior but a person with memories of their time together, which he shares with Thetis, recalling their first meeting, their time as comrades-in-arms, and eventually lovers. Moved by Patroclus' words, Thetis creates a tomb for Achilles and inscribes on it """"Achilles"""" alongside """"Patroclus"""". She then reunites the two in the afterlife, where they are finally together again after a thousand years of waiting.""";;;;unspecified;;;;;;Trojans;;;;;;Achilles;;;;;;;;narrator;first;"""Then he killed and killed, filling the river with bodies of Trojans.""";2503
38886291;"Here is a summary of the provided text:  Achilles' lover, Patroclus, confronts Achilles' mother, Thetis, about how she has ruined him and how he will be remembered for his cruel killings in war, specifically the murders of Hector and Troilus. However, to Patroclus, Achilles is not just a warrior but a person with memories of their time together, which he shares with Thetis, recalling their first meeting, their time as comrades-in-arms, and eventually lovers. Moved by Patroclus' words, Thetis creates a tomb for Achilles and inscribes on it """"Achilles"""" alongside """"Patroclus"""". She then reunites the two in the afterlife, where they are finally together again after a thousand years of waiting.""";;;;stabbing;;;;;;Hector;;;;;;Achilles;;;;;;;;narrator;first;"""Hector begged just as I did, and met the same fate of mine.""";2503
38886291;"Here is a summary of the provided text:  Achilles' lover, Patroclus, confronts Achilles' mother, Thetis, about how she has ruined him and how he will be remembered for his cruel killings in war, specifically the murders of Hector and Troilus. However, to Patroclus, Achilles is not just a warrior but a person with memories of their time together, which he shares with Thetis, recalling their first meeting, their time as comrades-in-arms, and eventually lovers. Moved by Patroclus' words, Thetis creates a tomb for Achilles and inscribes on it """"Achilles"""" alongside """"Patroclus"""". She then reunites the two in the afterlife, where they are finally together again after a thousand years of waiting.""";;;;unspecified;;;;;;heros;;;;;;Achilles;;;;;;;;narrator;first;"""He continued to kill, striking down hero after hero.""";2503
38886291;"Here is a summary of the provided text:  Achilles' lover, Patroclus, confronts Achilles' mother, Thetis, about how she has ruined him and how he will be remembered for his cruel killings in war, specifically the murders of Hector and Troilus. However, to Patroclus, Achilles is not just a warrior but a person with memories of their time together, which he shares with Thetis, recalling their first meeting, their time as comrades-in-arms, and eventually lovers. Moved by Patroclus' words, Thetis creates a tomb for Achilles and inscribes on it """"Achilles"""" alongside """"Patroclus"""". She then reunites the two in the afterlife, where they are finally together again after a thousand years of waiting.""";;;;being shot;;;;;;Achilles;;;;;;Apollo;;;;;;;;narrator;first;"""He died by the arrow, aided by Apollo.""";2503
38886291;"Here is a summary of the provided text:  Achilles' lover, Patroclus, confronts Achilles' mother, Thetis, about how she has ruined him and how he will be remembered for his cruel killings in war, specifically the murders of Hector and Troilus. However, to Patroclus, Achilles is not just a warrior but a person with memories of their time together, which he shares with Thetis, recalling their first meeting, their time as comrades-in-arms, and eventually lovers. Moved by Patroclus' words, Thetis creates a tomb for Achilles and inscribes on it """"Achilles"""" alongside """"Patroclus"""". She then reunites the two in the afterlife, where they are finally together again after a thousand years of waiting.""";;;;unspecified;;;;;;Troilus;;;;;;Achilles;;;;;;;;direct speech;first;"""Look at how he will be remembered now. Killing Hector, killing Troilus.""";2503
38886291;"Here is a summary of the provided text:  Achilles' lover, Patroclus, confronts Achilles' mother, Thetis, about how she has ruined him and how he will be remembered for his cruel killings in war, specifically the murders of Hector and Troilus. However, to Patroclus, Achilles is not just a warrior but a person with memories of their time together, which he shares with Thetis, recalling their first meeting, their time as comrades-in-arms, and eventually lovers. Moved by Patroclus' words, Thetis creates a tomb for Achilles and inscribes on it """"Achilles"""" alongside """"Patroclus"""". She then reunites the two in the afterlife, where they are finally together again after a thousand years of waiting.""";;;;;;;;;;Pyrrhus;;;;;;;;;;;;;;narrator;first;"""“Perhaps such things pass for virtue among the gods. But how is there glory in taking a life? We die so easily. Would you make him another Pyrrhus? Let the stories of him be something more.”"" [...] ""She tells me of how Pyrrhus died, and I ask if this is the son she prefers to Achilles.""";2503
38985855;No deaths were mentioned in the provided text snippet.;;;;unspecified;;;;;;two of Artemis' maidens;;;;;;a griffin;;;;;;;;direct speech;third;"""""""I am going to host a very special challenge. A hunt unlike any I've ever had you do, tracking a beast deadlier than any you've ever faced. Any of you can choose to abstain from the challenge if you wish, but those of you who compete have a chance for a boon worth more than any gold or jewels. A night with me showered in my splendor and a gift worthy of a goddess. She smiled, proud of her con. ""What say you?"" She asked before giving any further details.Out of the many hunters she had, most were weary of their goddesses objective. Some of the older girls knew the goddess was usually hiding a trick or two up her sleeve when it came to granting rewards and boons. But in the end, three of the girls offered themselves for the task, willing to go out and hunt the beast like no other in hopes of pleasing their patron.... That had been two weeks ago. And now, the lone survivor of the girls had returned with a Griffins coat in tow and her body fully battleworn. She presented the coat of intricate feathers to her goddess and immediately felt cleansed of all dirt and grime from simply being in Artemis' luminous presence. """"";4430
39722094;Hades, the god of the dead, has a romantic relationship with Leuce, a mortal woman who is alive and visits him in the underworld. They spend time together, sharing sweets and playing games, and Hades shows her the beauty of Elysium Fields. As Leuce grows old and weak, she calls for Hades, who kneels beside her and holds her as she dies. There is no mention of murder or violence in the story. Instead, Leuce's death appears to be a natural part of her life cycle, and Hades is depicted as grieving and mourning her loss. After her death, Hades transforms her into a white poplar tree and plants it in the Elysium Fields, where he visits her and cries. The story also mentions Thanatos, who quietly enters the room but does not interact with Leuce or Hades.;;;;old age;;;;;;Leuce;;;;;;---;;;;;;;;narrator;third;"""Leuce is laying on her couch. She is old. She is tired. She is feeling lonely though for most of her life, she was never alone. ""Aidoneus…"" she calls for him weakly. Hades enters her room. He stops by the door. He can tell she is not well. The god of the dead knows what death looks like. ""Leuce,"" he kneels by her and takes her hands in his own.""";865
39728892;The narrator, who had been stabbed by one of three soldiers, dies after sharing an emotional moment with Novellus, the immortal creation of the gods whom she designed and loved. As she passes away, she expresses concern for what Novellus will do without her. The soldiers are killed by Novellus in a fit of rage, two beheaded and one stabbed in the same way as the narrator. After the narrator's death, Novellus is left to grieve, begging his mother Aphrodite to bring her back or end his life, but she refuses, instead offering words of comfort.;;;;stabbing;;;;;;Luctus Sine Lumen;;;;;;a soldier;;;;;;;;narrator;first;"""I felt a sharp pain in my gut and I fell to my knees again. I touched my stomach and it was blood. I was bleeding. Behind me  was a soldier who had just removed his sword, freshly coated in my blood."" [...] ""I bleed the blood of man. I know this because i have seen it. I did not think I would belong in this world like others do, so I tried to leave. I am not an immortal creation of the gods like he is. I designed him and the gods granted my most valued wish. I worry what he will do when I’ve gone from here. I’m sorry, my love- I know you will be upset with me, and then with the gods that created you. I am not meant to live forever, and you are not meant to die forever. """;3305
39728892;The narrator, who had been stabbed by one of three soldiers, dies after sharing an emotional moment with Novellus, the immortal creation of the gods whom she designed and loved. As she passes away, she expresses concern for what Novellus will do without her. The soldiers are killed by Novellus in a fit of rage, two beheaded and one stabbed in the same way as the narrator. After the narrator's death, Novellus is left to grieve, begging his mother Aphrodite to bring her back or end his life, but she refuses, instead offering words of comfort.;;;;beheading;;;;;;soldiers (2);;;;;;Novellus;;;;;;;;narrator;first;"""Novellus immediately grabbed the sword that had been next to him and sliced one of them completely in half, the second one was decapitated, and the last one, he stabbed him- in the same way I was stabbed.""";3305
